mock_product_id,online_reference_id,model_risk_score_raw,model_risk_rank_score,night_purchase,source,item_id,category,item_review_count,unique_user_count,fit_signal_count,fit_issue_count,too_small_count,too_large_count,raw_fit_issue_rate,item_fit_issue_score,fit_signal_reliability_weight,length_signal_count,raw_length_issue_rate,item_length_issue_score,length_signal_reliability_weight,review_text_count_fit,raw_review_size_signal_rate,review_size_signal_rate,raw_review_quality_signal_rate,review_quality_signal_rate,review_signal_reliability_weight,quality_signal_count,raw_quality_issue_score,item_quality_issue_score,quality_signal_reliability_weight,has_fit_signal,has_length_signal,has_review_text,has_quality_signal,top_fit_issue,source_item_id,review_text_count_review,unique_review_users,rating_count,avg_rating,review_text_reliability_weight,rating_signal_reliability_weight,review_text_size_issue_score,review_text_quality_issue_score,review_text_color_issue_score,review_text_negative_language_score,rating_issue_score,top_review_text_issue,size_keyword_total,quality_keyword_total,color_keyword_total,raw_review_text_size_issue_rate,raw_review_text_quality_issue_rate,raw_review_text_color_issue_rate,raw_review_text_negative_language_score,raw_rating_issue_score,review_text_size_issue_score_upper_tail_flag,review_text_quality_issue_score_upper_tail_flag,review_text_color_issue_score_upper_tail_flag,review_text_negative_language_score_upper_tail_flag,fashion_signal_reference_id,item_fit_issue_score_availability_weight,item_length_issue_score_availability_weight,item_quality_issue_score_availability_weight,fit_layer_summary_score,fit_signal_available,review_text_summary_score,review_signal_available,rating_signal_available,mock_mapping_type,mock_mapping_note
MP_0014,UCI_REF_066862,0.2470072817406322,0.5546165927062218,0.0,modcloth,496922,sale,2,2,2,0.0,0,0,0.0,0.2640498291866524,0.0498843990475861,2,0.0,0.243394968597593,0.0321392231851513,2,0.0,0.40825926384054,1.0,0.3935572794260571,0.0507077097064904,2,0.0,0.2542761541521398,0.0321969253808175,1,1,1,1,mixed_or_none,modcloth_496922,2.0,2.0,0.0,,0.0507077097064904,0.0,0.2877171281652559,0.0525419236274319,0.0046897916629852,0.1281794658511333,,review_text_size_issue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,FASHION_REF_000756,0.0498843990475861,0.0321392231851513,0.0321969253808175,0.2554829515052114,1,0.19412194187010479,1,0,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0015,UCI_REF_095139,0.258269623656104,0.5876659544549755,0.0,renttherunway,2755189,jumpsuit,32,32,32,3.0,1,2,0.09375,0.1938357381126265,0.4565383021139687,0,,,0.0,32,0.1875,0.3182877502885532,0.28125,0.3243378330907813,0.4608179856476138,0,,,0.0,1,0,1,0,too_large,renttherunway_2755189,32.0,32.0,32.0,9.375,0.4608179856476138,0.4930727493020071,0.2066201635971295,0.0730446128368545,0.0026637225874441,0.0965647026846137,0.0960313174946004,review_text_size_issue,3.0,3.0,0.0,0.09375,0.09375,0.0,0.0515625,0.078125,0,0,0,0,FASHION_REF_005309,0.4565383021139687,0.0,0.0,0.1938357381126265,1,0.1393339447779953,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0016,UCI_REF_077577,0.3922682446157089,0.8154276009423108,0.0,modcloth,710755,sale,1,1,1,1.0,1,0,1.0,0.2963845103021638,0.0255802266405249,1,0.0,0.2473701101879256,0.0163320614770174,1,1.0,0.4448928678915516,1.0,0.3777816455810951,0.0260133946863634,1,0.0,0.2584365858878927,0.0163618635401555,1,1,1,1,too_small,modcloth_710755,1.0,1.0,0.0,,0.0260133946863634,0.0,0.3212150220646092,0.053908717424333,0.0048117890645113,0.1367165278242788,,review_text_size_issue,2.0,0.0,0.0,1.0,0.0,0.0,0.2,,0,0,0,0,FASHION_REF_001181,0.0255802266405249,0.0163320614770174,0.0163618635401555,0.27199282176806666,1,0.21413552926543963,1,0,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0017,UCI_REF_086960,0.1287195953788415,0.2172610895012692,0.0,renttherunway,2028346,sweater,33,33,33,12.0,0,12,0.3636363636363636,0.3177045020219593,0.4641827119554429,0,,,0.0,33,0.4242424242424242,0.4273383344975452,0.3636363636363636,0.3623218805221738,0.4684722835109993,0,,,0.0,1,0,1,0,too_large,renttherunway_2028346,33.0,33.0,33.0,9.090909090909092,0.4684722835109993,0.500765220098052,0.3030598655582577,0.0578115322282224,0.0026259080358326,0.1507953660273872,0.1135424502606936,review_text_size_issue,13.0,2.0,0.0,0.303030303030303,0.0606060606060606,0.0,0.1686868686868687,0.1136363636363636,0,0,0,0,FASHION_REF_003671,0.4641827119554429,0.0,0.0,0.3177045020219593,1,0.1909761490485471,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0018,UCI_REF_047786,0.5730388375787936,0.9280209645902957,0.0,renttherunway,2507748,romper,4,4,4,1.0,1,0,0.25,0.2752608086877066,0.0950283652044727,0,,,0.0,4,0.5,0.4368169846923845,0.25,0.3504337325893112,0.0965210576415306,0,,,0.0,1,0,1,0,too_small,renttherunway_2507748,4.0,4.0,4.0,9.5,0.0965210576415306,0.108403594922635,0.2979620118195915,0.0741364870182944,0.0044634598372703,0.1246745975352369,0.1079252756416195,review_text_size_issue,1.0,1.0,0.0,0.25,0.25,0.0,0.0277777777777777,0.0625,0,0,0,0,FASHION_REF_004767,0.0950283652044727,0.0,0.0,0.2752608086877066,1,0.1856202453396309,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0019,UCI_REF_013310,0.3796378375197755,0.7980514618601509,0.0,renttherunway,853894,dress,7,7,7,0.0,0,0,0.0,0.2347712699045807,0.1552357868253919,0,,,0.0,7,0.7142857142857143,0.474834156669019,0.1428571428571428,0.3267780130165451,0.157509605583,0,,,0.0,1,0,1,0,mixed_or_none,renttherunway_853894,7.0,7.0,7.0,9.428571428571429,0.157509605583,0.1754423546548991,0.3678538383125538,0.0466305967223398,0.0041621579236258,0.1408136178539587,0.1060762178141467,review_text_size_issue,8.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.1717687074829932,0.0714285714285714,0,0,0,0,FASHION_REF_006943,0.1552357868253919,0.0,0.0,0.2347712699045807,1,0.2127560759874635,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0020,UCI_REF_073409,0.8176658790426135,0.9915630307346738,0.0,renttherunway,2789528,jumpsuit,11,11,11,3.0,1,2,0.2727272727272727,0.2767513428511844,0.2240659222978114,0,,,0.0,11,0.4545454545454545,0.435625472992999,0.7272727272727273,0.4442983301728528,0.227076924847707,0,,,0.0,1,0,1,0,too_large,renttherunway_2789528,11.0,11.0,11.0,7.818181818181818,0.227076924847707,0.2505743545812079,0.33747888616803,0.0427801485377862,0.0038184742792521,0.1183238170818394,0.1533594875588957,review_text_size_issue,5.0,0.0,0.0,0.4545454545454545,0.0,0.0,0.0614718614718614,0.2727272727272727,0,0,0,0,FASHION_REF_005382,0.2240659222978114,0.0,0.0,0.2767513428511844,1,0.20406882733494325,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0021,UCI_REF_108302,0.1054134645622502,0.1619368505633777,0.0,renttherunway,255241,dress,11,11,11,5.0,0,5,0.4545454545454545,0.3174906014507865,0.2240659222978114,0,,,0.0,11,0.6363636363636364,0.4769121866016729,0.5454545454545454,0.4030116165641788,0.227076924847707,0,,,0.0,1,0,1,0,too_large,renttherunway_255241,11.0,11.0,11.0,9.454545454545457,0.227076924847707,0.2505743545812079,0.3581222429723671,0.1047102189507972,0.0038184742792521,0.1567106305679994,0.1021056423036486,review_text_size_issue,10.0,3.0,0.0,0.5454545454545454,0.2727272727272727,0.0,0.2305194805194805,0.0681818181818181,0,1,0,0,FASHION_REF_004861,0.2240659222978114,0.0,0.0,0.3174906014507865,1,0.22253653882439686,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0022,UCI_REF_098552,0.2705980073940114,0.6133694917730419,0.0,renttherunway,1206618,dress,25,25,25,12.0,12,0,0.48,0.357988658740357,0.3962423854361736,0,,,0.0,25,0.56,0.4820886826190906,0.36,0.360697566953971,0.4003732501110597,0,,,0.0,1,0,1,0,too_small,renttherunway_1206618,25.0,25.0,25.0,7.92,0.4003732501110597,0.4317853030616161,0.3418877258308275,0.033188453356014,0.0029623379029683,0.1543689025959348,0.1767271412122464,review_text_size_issue,13.0,0.0,0.0,0.4,0.0,0.0,0.1833376623376623,0.26,0,0,0,0,FASHION_REF_001820,0.3962423854361736,0.0,0.0,0.35798865874035696,1,0.21506808697902724,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0023,UCI_REF_065886,0.6028194590140102,0.9401148669625085,0.0,modcloth,191940,dresses,2,2,2,0.0,0,0,0.0,0.2640498291866524,0.0498843990475861,2,0.5,0.2594645801901687,0.0321392231851513,2,0.0,0.40825926384054,0.0,0.3428495697195667,0.0507077097064904,2,0.0,0.2542761541521398,0.0321969253808175,1,1,1,1,mixed_or_none,modcloth_191940,2.0,2.0,0.0,,0.0507077097064904,0.0,0.2877171281652559,0.0525419236274319,0.0046897916629852,0.1281794658511333,,review_text_size_issue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,FASHION_REF_000132,0.0498843990475861,0.0321392231851513,0.0321969253808175,0.26000459707829915,1,0.19412194187010479,1,0,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0024,UCI_REF_090672,0.313889235871751,0.7006656440037254,0.0,renttherunway,1467075,blouson,8,8,8,2.0,0,2,0.25,0.2730686341015374,0.173563294292798,0,,,0.0,8,0.375,0.4203724551302304,0.375,0.3635992748444013,0.1760496197841097,0,,,0.0,1,0,1,0,too_large,renttherunway_1467075,8.0,8.0,8.0,9.5,0.1760496197841097,0.195603109587896,0.2937401648471314,0.0456044343694305,0.0040705646336338,0.1350950588598148,0.1034826130569255,review_text_size_issue,3.0,0.0,0.0,0.25,0.0,0.0,0.1354166666666666,0.0625,0,0,0,0,FASHION_REF_002415,0.173563294292798,0.0,0.0,0.2730686341015374,1,0.17923677448522554,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0025,UCI_REF_031388,0.1318200411009937,0.2251547690790555,0.0,renttherunway,1375284,dress,8,8,8,1.0,1,0,0.125,0.2513732223149376,0.173563294292798,0,,,0.0,8,0.25,0.3983662526572167,0.25,0.3415930723713876,0.1760496197841097,0,,,0.0,1,0,1,0,too_small,renttherunway_1375284,8.0,8.0,8.0,8.0,0.1760496197841097,0.195603109587896,0.2717339623741177,0.089616839315458,0.0040705646336338,0.12739288799426,0.140158196104656,review_text_size_issue,1.0,3.0,0.0,0.125,0.25,0.0,0.0916666666666666,0.25,0,0,0,0,FASHION_REF_002199,0.173563294292798,0.0,0.0,0.2513732223149376,1,0.18426318834201702,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0026,UCI_REF_109254,0.2031188272662474,0.45051954929783233,0.0,renttherunway,1259708,dress,71,71,71,11.0,5,6,0.1549295774647887,0.1978727289790265,0.6508226783780288,0,,,0.0,71,0.5492957746478874,0.5081295849020709,0.5915492957746479,0.5120038151012711,0.6547294787270826,0,,,0.0,1,0,1,0,too_large,renttherunway_1259708,71.0,71.0,71.0,9.23943661971831,0.6547294787270826,0.68335499580461,0.4181790603899167,0.0467748383273711,0.0017057410332908,0.1322152091370428,0.1008896694690775,review_text_size_issue,47.0,3.0,0.0,0.4788732394366197,0.0422535211267605,0.0,0.1307327625886035,0.0950704225352112,1,0,0,0,FASHION_REF_001934,0.6508226783780288,0.0,0.0,0.1978727289790265,1,0.23347537962765438,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0027,UCI_REF_051410,0.2338628562913495,0.519238846582297,0.0,renttherunway,1922958,dress,17,17,17,5.0,3,2,0.2941176470588235,0.2829135380829211,0.3085708545742196,0,,,0.0,17,0.3529411764705882,0.4059836390869637,0.4705882352941176,0.3953324030571095,0.3122604432040761,0,,,0.0,1,0,1,0,too_small,renttherunway_1922958,17.0,17.0,17.0,9.176470588235292,0.3122604432040761,0.3406871981090062,0.2819172224853737,0.0380653668403466,0.0033976418777924,0.136640646481996,0.1098686238909252,review_text_size_issue,6.0,0.0,0.0,0.2352941176470588,0.0,0.0,0.1401960784313725,0.1029411764705882,0,0,0,0,FASHION_REF_003438,0.3085708545742196,0.0,0.0,0.2829135380829211,1,0.17435681841822864,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0028,UCI_REF_004000,0.1065025012473459,0.1638634744973429,0.0,modcloth,432491,tops,1,1,1,1.0,1,0,1.0,0.2963845103021638,0.0255802266405249,1,1.0,0.2637021716649431,0.0163320614770174,1,1.0,0.4448928678915516,0.0,0.3517682508947317,0.0260133946863634,1,0.25,0.2625270517729315,0.0163618635401555,1,1,1,1,too_small,modcloth_432491,1.0,1.0,0.0,,0.0260133946863634,0.0,0.3212150220646092,0.053908717424333,0.0048117890645113,0.138017197558597,,review_text_size_issue,1.0,0.0,0.0,1.0,0.0,0.0,0.25,,0,0,0,0,FASHION_REF_000625,0.0255802266405249,0.0163320614770174,0.0163618635401555,0.2777185829713474,1,0.21442196966861454,1,0,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0029,UCI_REF_046480,0.1863905131849377,0.4005277671250388,0.0,renttherunway,1639887,dress,5,5,5,2.0,1,1,0.4,0.2920789536205269,0.1160289462362829,0,,,0.0,5,0.2,0.402963113798415,0.0,0.3186151991776061,0.1178085701054595,0,,,0.0,1,0,1,0,mixed_or_none,renttherunway_1639887,5.0,5.0,5.0,10.0,0.1178085701054595,0.1319290965675883,0.290941516107949,0.0488279902915491,0.00435829307304,0.1217370503224169,0.0984811239907988,review_text_size_issue,3.0,0.0,0.0,0.2,0.0,0.0,0.0222222222222222,0.0,0,0,0,0,FASHION_REF_002802,0.1160289462362829,0.0,0.0,0.2920789536205269,1,0.1752312368374108,1,1,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
MP_0030,UCI_REF_053657,0.7357914459090514,0.9808615935280045,0.0,modcloth,290868,sale,4,4,4,1.0,1,0,0.25,0.2752608086877066,0.0950283652044727,4,0.0,0.2358160247475949,0.0622769147091817,4,0.25,0.4126867202820018,0.75,0.3986942614100766,0.0965210576415306,4,0.125,0.2541427697050756,0.0623852379117267,1,1,1,1,too_small,modcloth_290868,4.0,4.0,0.0,,0.0965210576415306,0.0,0.2979620118195915,0.0500062226079117,0.0044634598372703,0.130036878515322,,review_text_size_issue,1.0,0.0,0.0,0.25,0.0,0.0,0.0833333333333333,,0,0,0,0,FASHION_REF_000332,0.0950283652044727,0.0622769147091817,0.0623852379117267,0.2580823097307299,1,0.19934263445674444,1,0,simulated_cross_source_alignment,UCI transaction reference and fashion signal reference are paired only for MVP cart demo.
